id,tweet,label
6383,yesterday laboratories nationally processed NUM tests covid NUM bringing total number tests completed date NUM total number confirmed cases covid NUM NUM number report world health organization,real
6384,update managed isolation amp quarantine numbers currently NUM people managed isolation quarantine current effective capacity NUM gives us excess capacity NUM next week projecting NUM arrivals NUM departures,real
6385,states reported NUM new cases today half south URL,real
6386,NUM people reported recovered covid NUM NUM cases today two people hospital covid NUM one middlemore north shore hospitals neither icu additional deaths,real
6387,NUM new cases plateau NUM kaduna NUM lagos NUM fct NUM ebonyi NUM adamawa NUM enugu NUM katsina NUM edo NUM kwara NUM osun NUM anambra NUM kano NUM niger NUM ogun NUM benue NUM borno NUM sokoto NUM NUM confirmed NUM discharged NUM deaths URL,real
6388,remains one person receiving hospital level care covid NUM middlemore icu yesterday laboratories completed NUM tests bringing total number tests completed date NUM,real
6389,may spread even symptoms health department tells exposed part info share health department confidential learn contact tracing URL URL,real
6390,india tracker NUM september NUM NUM NUM confirmed cases NUM recovered NUM NUM NUM active cases NUM NUM NUM deaths NUM NUM NUM via URL,real
6391,NUM healthcare workers died covid NUM led mexico u URL,real
6392,cdc adjusted us covid deaths NUM NUM NUM NUM,fake
6393,ireland says due coronavirus anyone caught kissing blarney stone arrested th URL,fake
6394,photo claims military vehicles combating covid NUM palermo italy,fake
6395,says donald trump tweeted corona vaccine israel stock market economy even stronger besides us israel best inventions judaism olives wonderful vaccine stop corona dead around world make vaccines bombed possible without peace created israel,fake
6396,whole reason california switched people tested tests performed trouble figuring assign tests patients really doubt ever see numbers,real
6397,photo jair bolsonaro hospitalized tube nose caption photo link covid NUM,fake
6398,stated possibility coronavirus transmitted aerosols,fake
6399,seven states saw number people hospitalized rise NUM today texas figure almost NUM times higher NUM days ago june NUM NUM NUM URL,real
6400,community transmission high time favipravir fabiflu prescribed available first line treatment suspected cases reduce viral load go long way reducing case load covid centre hospitals,fake
6401,health professional facing thought first fitness practice hearing allegations delayed patient care due inadequate URL URL,real
6402,NUM members facility joined NUM low middle income economies eligible support procurement vaccines covax advance market commitment financing instrument aimed supporting procurement vaccines countries URL,real
6403,scientists across world working hard find new therapeutics aware new research dexamethsaone amp evaluate emerging data use inform strategy clinical management cases URL,real
6404,countries women leaders suffered half many covid deaths average compared countries male leaders read full story URL,real
6405,sometimes lack resources may lead inefficiency inability connect dots measure efficiency testing set target test NUM samples per day lagos amp NUM per day abuja URL,real
6406,cloth face coverings recommended slow spread surgical masks n NUM respirators critical supplies must continue reserved healthcare workers medical first responders recommended current cdc guidance,real
6407,video shows merkel celebrating new covid NUM treatment made tunisian doctor,fake
6408,ashley hot spots covid NUM also commonly NUMg areas URL fear ignorance much fear virus virus also look zinc vitamins c amp quinine amp last least chlorine dioxide kit NUM enough person months,fake
6409,american citizens placed nude statue president donald trump new york city failed handle coronavirus situation usa,fake
6410,covid deadly wondering die yet work critical care used intubate patients surgical masks many aerosolized procedures perfectly fine even runny nose,fake
6411,nigerians burning chinese stores,fake
6412,latest updates ministry health manat hauora today new cases covid NUM report new zealand means new zealand combined total confirmed probable cases remains NUM NUM confirmed cases covid NUM URL,real
6413,amitabh bachchan visited haji ali dargah recovering covid NUM,fake
6414,states like new york illinois california vocal demands funding bail pension systems failing long covid NUM outbreak programs related crisis,fake
6415,data show period decline hospitalization rates begun increase recent weeks help slow spread covid NUM stay NUM feet apart wear mask wash hands often URL URL,real
6416,tiger tested positive covid NUM please stay away pets birds,fake
6417,autopsies prove covid NUM blood clot pneumonia ought fought antibiotics whole world wrong treating called pandemic,fake
6418,post claims covid NUM vaccine already developed cause widespread infertility,fake
6419,aamir khan donate NUM cr pm relief cares fund,fake
6420,NUM days since last case covid NUM acquired locally unknown source total number active cases covid NUM new zealand managed isolation quarantine facilities NUM,real
